match_id,date,venue,teams,match_type,toss_winner,toss_decision,winner,player_of_match
1001349,2017-02-17,Melbourne Cricket Ground,"Australia, Sri Lanka",T20,Sri Lanka,field,Sri Lanka,DAS Gunaratne
1001351,2017-02-19,"Simonds Stadium, South Geelong","Australia, Sri Lanka",T20,Sri Lanka,field,Sri Lanka,DAS Gunaratne
1001353,2017-02-22,Adelaide Oval,"Australia, Sri Lanka",T20,Sri Lanka,field,Australia,A Zampa
1004729,2016-09-05,"Bready Cricket Club, Magheramason","Ireland, Hong Kong",T20,Hong Kong,bat,Hong Kong,
1007655,2016-06-18,Harare Sports Club,"Zimbabwe, India",T20,India,field,Zimbabwe,E Chigumbura
1007657,2016-06-20,Harare Sports Club,"Zimbabwe, India",T20,Zimbabwe,bat,India,BB Sran
1007659,2016-06-22,Harare Sports Club,"Zimbabwe, India",T20,Zimbabwe,field,India,KM Jadhav
1019979,2017-01-03,McLean Park,"New Zealand, Bangladesh",T20,Bangladesh,bat,New Zealand,KS Williamson
1019981,2017-01-06,Bay Oval,"New Zealand, Bangladesh",T20,Bangladesh,field,New Zealand,C Munro
1019983,2017-01-08,Bay Oval,"New Zealand, Bangladesh",T20,Bangladesh,field,New Zealand,CJ Anderson
1020029,2017-02-17,Eden Park,"New Zealand, South Africa",T20,New Zealand,field,South Africa,Imran Tahir
1031431,2017-06-21,The Rose Bowl,"England, South Africa",T20,South Africa,bat,England,JM Bairstow
1031433,2017-06-23,County Ground,"England, South Africa",T20,England,field,South Africa,CH Morris
1031435,2017-06-25,Sophia Gardens,"England, South Africa",T20,South Africa,field,England,DJ Malan
1031665,2017-09-16,Riverside Ground,"West Indies, England",T20,England,field,West Indies,SP Narine
1034825,2017-01-26,Green Park,"India, England",T20,England,field,England,MM Ali
1034827,2017-01-29,"Vidarbha Cricket Association Stadium, Jamtha","India, England",T20,England,field,India,JJ Bumrah
1034829,2017-02-01,M Chinnaswamy Stadium,"India, England",T20,England,field,India,YS Chahal
1041615,2016-08-27,Central Broward Regional Park Stadium Turf Ground,"India, West Indies",T20,India,field,West Indies,E Lewis
1041617,2016-08-28,Central Broward Regional Park Stadium Turf Ground,"India, West Indies",T20,India,field,,
1043989,2017-02-17,Melbourne Cricket Ground,"Australia, New Zealand",T20,New Zealand,field,Australia,EJ Villani
1043991,2017-02-19,"Simonds Stadium, South Geelong","Australia, New Zealand",T20,Australia,field,New Zealand,AM Peterson
1043993,2017-02-22,Adelaide Oval,"Australia, New Zealand",T20,New Zealand,bat,New Zealand,SW Bates
1044211,2016-09-27,Sinhalese Sports Club Ground,"Sri Lanka, Australia",T20,Australia,field,Australia,KM Beams
1050217,2016-09-23,Dubai International Cricket Stadium,"Pakistan, West Indies",T20,Pakistan,field,Pakistan,Imad Wasim
1050219,2016-09-24,Dubai International Cricket Stadium,"Pakistan, West Indies",T20,West Indies,field,Pakistan,Sarfraz Ahmed
1050221,2016-09-27,Sheikh Zayed Stadium,"Pakistan, West Indies",T20,Pakistan,field,Pakistan,Imad Wasim
1050615,2016-11-21,Saxton Oval,"New Zealand, Pakistan",T20,New Zealand,bat,New Zealand,
1065348,2016-12-04,Asian Institute of Technology Ground,"India, Pakistan",T20,India,bat,India,M Raj
1072316,2018-02-03,Sydney Cricket Ground,"New Zealand, Australia",T20,Australia,field,Australia,B Stanlake
1072317,2018-02-07,Bellerive Oval,"England, Australia",T20,Australia,field,Australia,GJ Maxwell
1072318,2018-02-10,Melbourne Cricket Ground,"England, Australia",T20,Australia,field,Australia,KW Richardson
1072319,2018-02-13,Westpac Stadium,"New Zealand, England",T20,England,field,New Zealand,KS Williamson
1072320,2018-02-16,Eden Park,"New Zealand, Australia",T20,New Zealand,bat,Australia,DJM Short
1072321,2018-02-18,Seddon Park,"England, New Zealand",T20,New Zealand,field,England,EJG Morgan
1072322,2018-02-21,Eden Park,"New Zealand, Australia",T20,New Zealand,bat,Australia,AC Agar
1074957,2017-01-14,Sheikh Zayed Stadium,"Hong Kong, Scotland",T20,Scotland,bat,Scotland,CS MacLeod
1074959,2017-01-15,Sheikh Zayed Stadium,"Netherlands, Oman",T20,Oman,bat,Netherlands,MJG Rippon
1074961,2017-01-16,Sheikh Zayed Stadium,"Hong Kong, Oman",T20,Oman,field,Oman,Bilal Khan
1074964,2017-01-17,Sheikh Zayed Stadium,"Netherlands, Scotland",T20,Netherlands,field,Scotland,JH Davey
1074965,2017-01-18,Dubai International Cricket Stadium,"United Arab Emirates, Ireland",T20,Ireland,bat,Ireland,WB Rankin
1074966,2017-01-18,Dubai International Cricket Stadium,"Hong Kong, Netherlands",T20,Hong Kong,bat,Hong Kong,Anshuman Rath
1074968,2017-01-19,Dubai International Cricket Stadium,"Oman, Scotland",T20,Oman,bat,Scotland,MH Cross
1074970,2017-01-20,Dubai International Cricket Stadium,"Ireland, Scotland",T20,Scotland,field,Ireland,GC Wilson
1075507,2017-10-26,Mangaung Oval,"South Africa, Bangladesh",T20,South Africa,bat,South Africa,AB de Villiers
1075508,2017-10-29,Senwes Park,"South Africa, Bangladesh",T20,Bangladesh,field,South Africa,DA Miller
1077947,2017-03-26,"Kensington Oval, Bridgetown","West Indies, Pakistan",T20,Pakistan,field,Pakistan,Shadab Khan
1077948,2017-03-30,"Queen's Park Oval, Port of Spain","West Indies, Pakistan",T20,West Indies,field,Pakistan,Shadab Khan
1083449,2017-04-04,R Premadasa Stadium,"Sri Lanka, Bangladesh",T20,Bangladesh,bat,Sri Lanka,MDKJ Perera
1083450,2017-04-06,R Premadasa Stadium,"Sri Lanka, Bangladesh",T20,Bangladesh,bat,Bangladesh,Shakib Al Hasan
1085495,2017-04-01,"Queen's Park Oval, Port of Spain","West Indies, Pakistan",T20,Pakistan,bat,West Indies,E Lewis
1085496,2017-04-02,"Queen's Park Oval, Port of Spain","West Indies, Pakistan",T20,Pakistan,field,Pakistan,Hasan Ali
1086067,2017-11-17,North Sydney Oval,"England, Australia",T20,Australia,field,Australia,BL Mooney
1086068,2017-11-19,Manuka Oval,"England, Australia",T20,England,bat,England,KH Brunt
1086069,2017-11-21,Manuka Oval,"Australia, England",T20,Australia,bat,England,DN Wyatt
1089202,2017-04-12,Sheikh Zayed Stadium,"United Arab Emirates, Papua New Guinea",T20,United Arab Emirates,field,United Arab Emirates,
1089203,2017-04-14,Sheikh Zayed Stadium,"United Arab Emirates, Papua New Guinea",T20,Papua New Guinea,field,United Arab Emirates,
1089243,2017-04-14,Sheikh Zayed Stadium,"United Arab Emirates, Papua New Guinea",T20,Papua New Guinea,bat,United Arab Emirates,
1098211,2017-07-09,"Sabina Park, Kingston","West Indies, India",T20,West Indies,field,West Indies,E Lewis
1109610,2017-09-06,"R.Premadasa Stadium, Khettarama","Sri Lanka, India",T20,India,field,India,V Kohli
1115798,2017-12-29,Saxton Oval,"New Zealand, West Indies",T20,West Indies,field,New Zealand,GD Phillips
1115799,2018-01-01,Bay Oval,"New Zealand, West Indies",T20,West Indies,field,,
1115800,2018-01-03,Bay Oval,"New Zealand, West Indies",T20,New Zealand,bat,New Zealand,C Munro
1115807,2018-01-22,Westpac Stadium,"Pakistan, New Zealand",T20,New Zealand,field,New Zealand,C Munro
1115808,2018-01-25,Eden Park,"Pakistan, New Zealand",T20,Pakistan,bat,Pakistan,Fakhar Zaman
1115809,2018-01-28,Bay Oval,"Pakistan, New Zealand",T20,Pakistan,bat,Pakistan,Shadab Khan
1117821,2017-09-12,Gaddafi Stadium,"Pakistan, ICC World XI",T20,ICC World XI,field,Pakistan,Babar Azam
1117822,2017-09-13,Gaddafi Stadium,"Pakistan, ICC World XI",T20,Pakistan,bat,ICC World XI,NLTC Perera
1117824,2017-09-15,Gaddafi Stadium,"Pakistan, ICC World XI",T20,ICC World XI,field,Pakistan,Ahmed Shehzad
1119501,2017-10-07,JSCA International Stadium Complex,"Australia, India",T20,India,field,India,Kuldeep Yadav
1119502,2017-10-10,Barsapara Cricket Stadium,"India, Australia",T20,Australia,field,Australia,JP Behrendorff
1119542,2018-06-27,Edgbaston,"England, Australia",T20,Australia,field,England,AU Rashid
1119543,2018-07-03,Old Trafford,"England, India",T20,India,field,India,Kuldeep Yadav
1119544,2018-07-06,Sophia Gardens,"India, England",T20,England,field,England,AD Hales
1119545,2018-07-08,County Ground,"England, India",T20,India,field,India,RG Sharma
1120093,2017-11-01,Arun Jaitley Stadium,"India, New Zealand",T20,New Zealand,field,India,S Dhawan
1120094,2017-11-04,Saurashtra Cricket Association Stadium,"New Zealand, India",T20,New Zealand,bat,New Zealand,C Munro
1120095,2017-11-07,Greenfield International Stadium,"India, New Zealand",T20,New Zealand,field,India,JJ Bumrah
1120291,2017-10-26,Sheikh Zayed Stadium,"Sri Lanka, Pakistan",T20,Pakistan,field,Pakistan,Usman Shinwari
1120292,2017-10-27,Sheikh Zayed Stadium,"Sri Lanka, Pakistan",T20,Pakistan,field,Pakistan,Shadab Khan
1120293,2017-10-29,Gaddafi Stadium,"Pakistan, Sri Lanka",T20,Sri Lanka,field,Pakistan,Shoaib Malik
1122285,2018-02-18,The Wanderers Stadium,"India, South Africa",T20,South Africa,field,India,B Kumar
1122286,2018-02-21,SuperSport Park,"India, South Africa",T20,South Africa,field,South Africa,H Klaasen
1122287,2018-02-24,Newlands,"India, South Africa",T20,South Africa,field,India,SK Raina
1122729,2017-12-20,Barabati Stadium,"India, Sri Lanka",T20,Sri Lanka,field,India,YS Chahal
1122730,2017-12-22,Holkar Cricket Stadium,"India, Sri Lanka",T20,Sri Lanka,field,India,RG Sharma
1122731,2017-12-24,Wankhede Stadium,"Sri Lanka, India",T20,India,field,India,JD Unadkat
1122902,2017-10-21,Coolidge Cricket Ground,"West Indies, Sri Lanka",T20,West Indies,bat,West Indies,ASS Fletcher
1122908,2017-11-09,Sharjah Cricket Stadium,"New Zealand, Pakistan",T20,New Zealand,bat,New Zealand,SFM Devine
1122909,2017-11-12,Sharjah Cricket Stadium,"New Zealand, Pakistan",T20,New Zealand,bat,New Zealand,SW Bates
1122910,2017-11-14,Sharjah Cricket Stadium,"Pakistan, New Zealand",T20,Pakistan,bat,New Zealand,SFM Devine
1123206,2018-02-13,Senwes Park,"South Africa, India",T20,India,field,India,M Raj
1123207,2018-02-16,Buffalo Park,"South Africa, India",T20,India,field,India,
1123208,2018-02-18,The Wanderers Stadium,"India, South Africa",T20,South Africa,field,South Africa,S Ismail
1123209,2018-02-21,SuperSport Park,"South Africa, India",T20,India,field,,
1123210,2018-02-24,Newlands,"India, South Africa",T20,South Africa,field,India,M Raj
1126720,2018-06-20,The Cooper Associates County Ground,"New Zealand, South Africa",T20,South Africa,field,New Zealand,
1126721,2018-06-20,The Cooper Associates County Ground,"England, South Africa",T20,England,bat,England,TT Beaumont
1126722,2018-06-23,The Cooper Associates County Ground,"England, South Africa",T20,England,bat,South Africa,
1126723,2018-06-23,The Cooper Associates County Ground,"England, New Zealand",T20,England,bat,England,S Ecclestone
1126724,2018-06-28,County Ground,"South Africa, New Zealand",T20,South Africa,bat,New Zealand,SFM Devine
1126725,2018-06-28,County Ground,"New Zealand, England",T20,New Zealand,bat,England,A Shrubsole
1126726,2018-07-01,County Ground,"New Zealand, England",T20,New Zealand,bat,England,KH Brunt
1127300,2018-06-12,"Grange Cricket Club, Raeburn Place","Pakistan, Scotland",T20,Pakistan,bat,Pakistan,Sarfraz Ahmed
1127301,2018-06-13,"Grange Cricket Club, Raeburn Place","Pakistan, Scotland",T20,Pakistan,bat,Pakistan,Usman Shinwari
1130746,2018-02-15,"Shere Bangla National Stadium, Mirpur","Bangladesh, Sri Lanka",T20,Bangladesh,bat,Sri Lanka,BKG Mendis
1130747,2018-02-18,Sylhet International Cricket Stadium,"Sri Lanka, Bangladesh",T20,Bangladesh,field,Sri Lanka,BKG Mendis
1131235,2018-03-22,Brabourne Stadium,"India, Australia",T20,Australia,field,Australia,A Gardner
1131236,2018-03-23,Brabourne Stadium,"Australia, England",T20,England,field,England,NR Sciver
1131237,2018-03-25,Brabourne Stadium,"India, England",T20,England,field,England,DN Wyatt
1131238,2018-03-26,Brabourne Stadium,"Australia, India",T20,India,field,Australia,ML Schutt
1131239,2018-03-28,Brabourne Stadium,"England, Australia",T20,Australia,field,Australia,EA Perry
1131240,2018-03-29,Brabourne Stadium,"England, India",T20,England,bat,India,AA Patil
1131241,2018-03-31,Brabourne Stadium,"Australia, England",T20,England,field,Australia,MM Lanning
1133817,2018-03-06,"R.Premadasa Stadium, Khettarama","India, Sri Lanka",T20,Sri Lanka,field,Sri Lanka,MDKJ Perera
1133818,2018-03-08,"R.Premadasa Stadium, Khettarama","Bangladesh, India",T20,India,field,India,V Shankar
1133819,2018-03-10,"R.Premadasa Stadium, Khettarama","Sri Lanka, Bangladesh",T20,Bangladesh,field,Bangladesh,Mushfiqur Rahim
1133820,2018-03-12,"R.Premadasa Stadium, Khettarama","Sri Lanka, India",T20,India,field,India,SN Thakur
1133821,2018-03-14,"R.Premadasa Stadium, Khettarama","India, Bangladesh",T20,Bangladesh,field,India,RG Sharma
1133822,2018-03-16,"R.Premadasa Stadium, Khettarama","Sri Lanka, Bangladesh",T20,Bangladesh,field,Bangladesh,Mahmudullah
1133823,2018-03-18,"R.Premadasa Stadium, Khettarama","Bangladesh, India",T20,India,field,India,KD Karthik
1138194,2018-03-14,Bay Oval,"New Zealand, West Indies",T20,West Indies,field,New Zealand,KJ Martin
1138195,2018-03-16,Bay Oval,"New Zealand, West Indies",T20,West Indies,field,New Zealand,AE Satterthwaite
1138196,2018-03-20,Pukekura Park,"New Zealand, West Indies",T20,West Indies,field,New Zealand,HK Matthews
1138198,2018-03-25,Seddon Park,"West Indies, New Zealand",T20,New Zealand,field,New Zealand,KJ Martin
1138202,2018-03-28,Sinhalese Sports Club Ground,"Sri Lanka, Pakistan",T20,Pakistan,field,Pakistan,Javeria Khan
1138203,2018-03-30,Nondescripts Cricket Club Ground,"Pakistan, Sri Lanka",T20,Pakistan,bat,Sri Lanka,HASD Siriwardene
1140069,2018-04-01,National Stadium,"Pakistan, West Indies",T20,West Indies,field,Pakistan,Hussain Talat
1140070,2018-04-02,National Stadium,"Pakistan, West Indies",T20,Pakistan,bat,Pakistan,Babar Azam
1140071,2018-04-03,National Stadium,"West Indies, Pakistan",T20,West Indies,bat,Pakistan,Fakhar Zaman
1140384,2018-10-27,"R.Premadasa Stadium, Khettarama","England, Sri Lanka",T20,Sri Lanka,field,England,JL Denly
1140992,2018-06-27,"The Village, Malahide","India, Ireland",T20,Ireland,field,India,Kuldeep Yadav
1140993,2018-06-29,"The Village, Malahide","India, Ireland",T20,Ireland,field,India,KL Rahul
1141232,2018-05-31,Lord's,"West Indies, ICC World XI",T20,ICC World XI,field,West Indies,E Lewis
1141835,2018-07-29,Lord's,"Netherlands, Nepal",T20,Nepal,field,,
1142501,2018-06-12,Hazelaarweg,"Netherlands, Ireland",T20,Ireland,field,Netherlands,
1142502,2018-06-13,Hazelaarweg,"Ireland, Netherlands",T20,Ireland,bat,Netherlands,
1142503,2018-06-16,Sportpark Het Schootsveld,"Ireland, Scotland",T20,Ireland,bat,Ireland,
1142504,2018-06-17,Sportpark Het Schootsveld,"Scotland, Ireland",T20,Scotland,bat,,
1142505,2018-06-19,VRA Ground,"Netherlands, Scotland",T20,Netherlands,bat,Scotland,
1142506,2018-06-20,VRA Ground,"Scotland, Netherlands",T20,Scotland,bat,Scotland,
1142589,2018-08-14,"R.Premadasa Stadium, Khettarama","South Africa, Sri Lanka",T20,South Africa,bat,Sri Lanka,DM de Silva
1142913,2018-07-01,Harare Sports Club,"Pakistan, Zimbabwe",T20,Zimbabwe,field,Pakistan,Asif Ali
1142914,2018-07-02,Harare Sports Club,"Pakistan, Australia",T20,Australia,field,Australia,B Stanlake
1142915,2018-07-03,Harare Sports Club,"Australia, Zimbabwe",T20,Zimbabwe,field,Australia,AJ Finch
1142916,2018-07-04,Harare Sports Club,"Zimbabwe, Pakistan",T20,Pakistan,field,Pakistan,SF Mire
1142917,2018-07-05,Harare Sports Club,"Pakistan, Australia",T20,Australia,field,Pakistan,Fakhar Zaman
1142918,2018-07-06,Harare Sports Club,"Zimbabwe, Australia",T20,Zimbabwe,bat,Australia,AJ Tye
1142919,2018-07-08,Harare Sports Club,"Australia, Pakistan",T20,Australia,bat,Pakistan,Fakhar Zaman
1144149,2018-10-09,Buffalo Park,"South Africa, Zimbabwe",T20,South Africa,bat,South Africa,Imran Tahir
1144150,2018-10-12,Senwes Park,"Zimbabwe, South Africa",T20,Zimbabwe,bat,South Africa,D Paterson
1144161,2019-02-01,Newlands,"South Africa, Pakistan",T20,Pakistan,field,South Africa,DA Miller
1144162,2019-02-03,The Wanderers Stadium,"South Africa, Pakistan",T20,Pakistan,field,South Africa,DA Miller
1144163,2019-02-06,SuperSport Park,"South Africa, Pakistan",T20,South Africa,field,Pakistan,Shadab Khan
1144172,2019-03-19,Newlands,"South Africa, Sri Lanka",T20,South Africa,field,,DA Miller
1144173,2019-03-22,SuperSport Park,"South Africa, Sri Lanka",T20,Sri Lanka,field,South Africa,HE van der Dussen
1144174,2019-03-24,The Wanderers Stadium,"South Africa, Sri Lanka",T20,Sri Lanka,field,South Africa,D Pretorius
1144441,2018-05-19,Mangaung Oval,"South Africa, Bangladesh",T20,Bangladesh,field,South Africa,D van Niekerk
1144442,2018-05-20,Mangaung Oval,"South Africa, Bangladesh",T20,Bangladesh,field,South Africa,A Khaka
1144978,2018-09-29,North Sydney Oval,"New Zealand, Australia",T20,Australia,field,Australia,RL Haynes
1144979,2018-10-01,Allan Border Field,"New Zealand, Australia",T20,Australia,field,Australia,ML Schutt
1144980,2018-10-05,Manuka Oval,"New Zealand, Australia",T20,Australia,field,Australia,EA Perry
1144989,2018-11-17,Carrara Oval,"South Africa, Australia",T20,Australia,field,South Africa,T Shamsi
1144990,2018-11-21,"Brisbane Cricket Ground, Woolloongabba","Australia, India",T20,India,field,Australia,A Zampa
1144991,2018-11-23,Melbourne Cricket Ground,"Australia, India",T20,India,field,,
1144992,2018-11-25,Sydney Cricket Ground,"Australia, India",T20,Australia,bat,India,KH Pandya
1145890,2018-06-06,YMCA Cricket Club,"Ireland, New Zealand",T20,Ireland,bat,New Zealand,
1145894,2018-06-28,YMCA Cricket Club,"Ireland, Bangladesh",T20,Bangladesh,field,Bangladesh,
1145895,2018-06-29,"The Village, Malahide, Dublin","Ireland, Bangladesh",T20,Ireland,bat,Bangladesh,
1145896,2018-07-01,"Pembroke Cricket Club, Sandymount","Bangladesh, Ireland",T20,Ireland,field,Ireland,
1146723,2018-07-31,"Warner Park, Basseterre","Bangladesh, West Indies",T20,West Indies,field,West Indies,AD Russell
1146724,2018-08-04,Central Broward Regional Park Stadium Turf Ground,"Bangladesh, West Indies",T20,West Indies,field,Bangladesh,Tamim Iqbal
1146725,2018-08-05,Central Broward Regional Park Stadium Turf Ground,"Bangladesh, West Indies",T20,Bangladesh,bat,Bangladesh,Liton Das
1147717,2018-07-07,Sportpark Maarschalkerweerd,"Thailand, Ireland",T20,Ireland,field,Ireland,CMA Shillington
1147718,2018-07-07,VRA Ground,"Uganda, Scotland",T20,Scotland,field,Scotland,RV Scholes
1147719,2018-07-07,Sportpark Maarschalkerweerd,"Netherlands, United Arab Emirates",T20,Netherlands,bat,United Arab Emirates,Nisha Ali
1147720,2018-07-07,VRA Ground,"Papua New Guinea, Bangladesh",T20,Bangladesh,field,Bangladesh,Shamima Sultana
1147722,2018-07-08,VRA Ground,"Scotland, Ireland",T20,Ireland,field,Ireland,CMA Shillington
1147723,2018-07-08,Sportpark Maarschalkerweerd,"Netherlands, Bangladesh",T20,Bangladesh,field,Bangladesh,Fahima Khatun
1147724,2018-07-08,VRA Ground,"United Arab Emirates, Papua New Guinea",T20,United Arab Emirates,bat,Papua New Guinea,B Tau
1147725,2018-07-10,Sportpark Maarschalkerweerd,"Scotland, Thailand",T20,Scotland,bat,Scotland,KE Bryce
1147726,2018-07-10,VRA Ground,"Uganda, Ireland",T20,Ireland,field,Ireland,CJ Metcalfe
1147727,2018-07-10,Sportpark Maarschalkerweerd,"United Arab Emirates, Bangladesh",T20,Bangladesh,field,Bangladesh,Fahima Khatun
1147728,2018-07-10,VRA Ground,"Papua New Guinea, Netherlands",T20,Netherlands,field,Papua New Guinea,M Tom
1147729,2018-07-12,VRA Ground,"Ireland, Papua New Guinea",T20,Papua New Guinea,field,Ireland,LK O'Reilly
1147730,2018-07-12,Sportpark Maarschalkerweerd,"Netherlands, Uganda",T20,Netherlands,bat,Uganda,G Candiru
1147731,2018-07-12,VRA Ground,"Bangladesh, Scotland",T20,Scotland,field,Bangladesh,Rumana Ahmed
1147732,2018-07-12,Sportpark Maarschalkerweerd,"United Arab Emirates, Thailand",T20,United Arab Emirates,bat,Thailand,C Sutthiruang
1147733,2018-07-14,VRA Ground,"Netherlands, United Arab Emirates",T20,United Arab Emirates,field,,SL Kalis
1147734,2018-07-14,Sportpark Maarschalkerweerd,"Papua New Guinea, Scotland",T20,Scotland,field,Scotland,KE Bryce
1147735,2018-07-14,VRA Ground,"Thailand, Uganda",T20,Uganda,field,Thailand,N Boochatham
1147736,2018-07-14,Sportpark Maarschalkerweerd,"Bangladesh, Ireland",T20,Ireland,field,Bangladesh,Panna Ghosh
1148048,2018-06-03,Kinrara Academy Oval,"India, Malaysia",T20,India,bat,India,M Raj
1148050,2018-06-03,Kinrara Academy Oval,"Thailand, Pakistan",T20,Thailand,bat,Pakistan,
1148051,2018-06-04,Kinrara Academy Oval,"Pakistan, Bangladesh",T20,Bangladesh,field,Bangladesh,Fahima Khatun
1148052,2018-06-04,Royal Selangor Club,"India, Thailand",T20,Thailand,field,India,H Kaur
1148053,2018-06-04,Royal Selangor Club,"Sri Lanka, Malaysia",T20,Malaysia,field,Sri Lanka,NND de Silva
1148054,2018-06-06,Kinrara Academy Oval,"Pakistan, Sri Lanka",T20,Sri Lanka,field,Pakistan,Nida Dar
1148055,2018-06-06,Royal Selangor Club,"Malaysia, Thailand",T20,Malaysia,bat,Thailand,W Liengprasert
1148056,2018-06-06,Kinrara Academy Oval,"India, Bangladesh",T20,India,bat,Bangladesh,Rumana Ahmed
1148057,2018-06-07,Kinrara Academy Oval,"Thailand, Bangladesh",T20,Bangladesh,field,Bangladesh,Salma Khatun
1148058,2018-06-07,Royal Selangor Club,"Pakistan, Malaysia",T20,Malaysia,field,Pakistan,Nida Dar
1148059,2018-06-07,Royal Selangor Club,"Sri Lanka, India",T20,Sri Lanka,bat,India,AA Patil
1148060,2018-06-09,Kinrara Academy Oval,"Pakistan, India",T20,Pakistan,bat,India,E Bisht
1148061,2018-06-09,Royal Selangor Club,"Sri Lanka, Thailand",T20,Thailand,field,Thailand,W Liengprasert
1148062,2018-06-09,Kinrara Academy Oval,"Bangladesh, Malaysia",T20,Bangladesh,bat,Bangladesh,Shamima Sultana
1148063,2018-06-10,Kinrara Academy Oval,"India, Bangladesh",T20,Bangladesh,field,Bangladesh,Rumana Ahmed
1150533,2018-11-09,Providence Stadium,"India, New Zealand",T20,India,bat,India,H Kaur
1150534,2018-11-09,Providence Stadium,"Australia, Pakistan",T20,Australia,bat,Australia,AJ Healy
1150535,2018-11-09,Providence Stadium,"West Indies, Bangladesh",T20,Bangladesh,field,West Indies,DJS Dottin
1150537,2018-11-11,Providence Stadium,"Pakistan, India",T20,India,field,India,M Raj
1150538,2018-11-11,Providence Stadium,"Ireland, Australia",T20,Ireland,bat,Australia,AJ Healy
1150539,2018-11-12,"Daren Sammy National Cricket Stadium, Gros Islet","Bangladesh, England",T20,England,field,England,KL Gordon
1150540,2018-11-12,"Daren Sammy National Cricket Stadium, Gros Islet","Sri Lanka, South Africa",T20,South Africa,field,South Africa,S Ismail
1150541,2018-11-13,Providence Stadium,"Pakistan, Ireland",T20,Pakistan,bat,Pakistan,Javeria Khan
1150542,2018-11-13,Providence Stadium,"Australia, New Zealand",T20,Australia,bat,Australia,AJ Healy
1150543,2018-11-14,"Daren Sammy National Cricket Stadium, Gros Islet","Sri Lanka, Bangladesh",T20,Bangladesh,field,Sri Lanka,HASD Siriwardene
1150544,2018-11-14,"Daren Sammy National Cricket Stadium, Gros Islet","West Indies, South Africa",T20,South Africa,field,West Indies,SR Taylor
1150545,2018-11-15,Providence Stadium,"India, Ireland",T20,Ireland,field,India,M Raj
1150546,2018-11-15,Providence Stadium,"New Zealand, Pakistan",T20,Pakistan,field,New Zealand,JM Watkin
1150547,2018-11-16,"Daren Sammy National Cricket Stadium, Gros Islet","South Africa, England",T20,South Africa,bat,England,NR Sciver
1150548,2018-11-16,"Daren Sammy National Cricket Stadium, Gros Islet","West Indies, Sri Lanka",T20,West Indies,bat,West Indies,HK Matthews
1150549,2018-11-17,Providence Stadium,"India, Australia",T20,India,bat,India,S Mandhana
1150550,2018-11-17,Providence Stadium,"Ireland, New Zealand",T20,Ireland,bat,New Zealand,SFM Devine
1150551,2018-11-18,"Daren Sammy National Cricket Stadium, Gros Islet","England, West Indies",T20,West Indies,field,West Indies,DJS Dottin
1150552,2018-11-18,"Daren Sammy National Cricket Stadium, Gros Islet","South Africa, Bangladesh",T20,Bangladesh,field,South Africa,M Kapp
1150553,2018-11-22,"Sir Vivian Richards Stadium, North Sound","Australia, West Indies",T20,West Indies,field,Australia,AJ Healy
1150554,2018-11-22,"Sir Vivian Richards Stadium, North Sound","India, England",T20,India,bat,England,AE Jones
1150555,2018-11-24,"Sir Vivian Richards Stadium, North Sound","England, Australia",T20,England,bat,Australia,A Gardner
1152840,2019-05-05,Sophia Gardens,"England, Pakistan",T20,Pakistan,bat,England,EJG Morgan
1153317,2018-12-17,Sylhet International Cricket Stadium,"Bangladesh, West Indies",T20,Bangladesh,bat,West Indies,SS Cottrell
1153318,2018-12-20,"Shere Bangla National Stadium, Mirpur","Bangladesh, West Indies",T20,West Indies,field,Bangladesh,Shakib Al Hasan
1153319,2018-12-22,"Shere Bangla National Stadium, Mirpur","Bangladesh, West Indies",T20,Bangladesh,field,West Indies,E Lewis
1153696,2019-02-06,Westpac Stadium,"New Zealand, India",T20,India,field,New Zealand,TL Seifert
1153697,2019-02-08,Eden Park,"New Zealand, India",T20,New Zealand,bat,India,KH Pandya
1153698,2019-02-10,Seddon Park,"New Zealand, India",T20,India,field,New Zealand,C Munro
1153843,2019-01-11,Eden Park,"New Zealand, Sri Lanka",T20,Sri Lanka,field,New Zealand,DAJ Bracewell
1153858,2019-02-06,Westpac Stadium,"New Zealand, India",T20,India,field,New Zealand,LMM Tahuhu
1153859,2019-02-08,Eden Park,"New Zealand, India",T20,New Zealand,field,New Zealand,SW Bates
1153860,2019-02-10,Seddon Park,"New Zealand, India",T20,New Zealand,bat,New Zealand,SFM Devine
1156216,2018-09-28,"Brian Lara Stadium, Tarouba","South Africa, West Indies",T20,West Indies,field,West Indies,A Mohammed
1156218,2018-10-04,"Brian Lara Stadium, Tarouba","West Indies, South Africa",T20,South Africa,field,South Africa,L Wolvaardt
1156219,2018-10-06,"Brian Lara Stadium, Tarouba","West Indies, South Africa",T20,South Africa,field,South Africa,L Lee
1157372,2018-10-24,Sheikh Zayed Stadium,"Pakistan, Australia",T20,Australia,field,Pakistan,Imad Wasim
1157373,2018-10-26,Dubai International Cricket Stadium,"Pakistan, Australia",T20,Pakistan,bat,Pakistan,Imad Wasim
1157374,2018-10-28,Dubai International Cricket Stadium,"Pakistan, Australia",T20,Pakistan,bat,Pakistan,Shadab Khan
1157375,2018-10-31,Sheikh Zayed Stadium,"Pakistan, New Zealand",T20,Pakistan,bat,Pakistan,Mohammad Hafeez
1157376,2018-11-02,Dubai International Cricket Stadium,"New Zealand, Pakistan",T20,New Zealand,bat,Pakistan,Shaheen Shah Afridi
